onset	duration	nwb_table	trial_type	trial_pulse_rate	trial_response	trial_is_good	init_tone	stim_onset	stim_offset	go_tone	first_commit	second_commit
0.01567922977345874	4.46601941747573	trials	High-rate	27	no go-tone lick (-1)	False	2.132664000000339	2.913155000000261	3.913155000000261			
0.015846229773421823	2.912621359223301	trials	High-rate	24	no go-tone lick (-1)	False	1.4579939999999478	1.6114940000000642	2.480324000000022			
0.015847229773511155	4.595469255663431	trials	High-rate	26	correct	True	1.410498000000138	1.608160000000149	2.608160000000149	2.70132200000016	3.767985000000335	4.128317000000272
0.016012229773423807	7.475728155339807	trials	High-rate	27	correct	True	4.422148999999976	4.872313999999896	5.872313999999896	5.925475999999907	6.661306999999914	6.991471999999951
0.01601222977347383	2.912621359223301	trials	Low-rate	6	no go-tone lick (-4)	False	0.9344960000002757	1.1458290000001434	2.1458290000001434			
0.016013229773579534	2.588996763754046	trials	Low-rate	8	no go-tone lick (-1)	False	1.26416100000008	1.4044940000001807	2.15415699999989			
0.016014229773465144	3.1067961165048543	trials	Low-rate	6	correct	True	0.9726629999999422	1.1563279999999796	2.1563279999999794	2.1599909999999216	2.285490999999922	2.659655999999959
0.016179229773543323	5.857605177993529	trials	High-rate	21	correct	True	1.6869940000000643	1.8463270000001648	2.846327000000165	2.8479890000000596	4.921147000000113	5.391812000000151
0.016180229773436205	4.23948220064725	trials	High-rate	27	correct	True	1.32866100000008	1.793660000000149	2.793660000000149	2.862824000000139	3.4994860000001498	3.7804850000001022
0.016183229773457736	5.825242718446603	trials	High-rate	24	correct	True	0.5368310000000056	3.239652000000235	4.239652000000235	4.26548300000024	4.989313000000082	5.343478000000119
0.016183229773457736	3.3980582524271847	trials	High-rate	24	correct	True	0.5369980000000214	1.171329000000027	2.171329000000027	2.246662999999942	2.5323219999999274	2.9104889999999433
0.016340229773629783	3.300970873786408	trials	Low-rate	6	correct	True	0.5623259999998845	1.2908229999998584	2.2908229999998584	2.1894860000000333	2.4459849999998697	2.811983999999706
0.016343229773281148	4.724919093851134	trials	High-rate	27	incorrect	True	0.5606619999997784	0.6343279999999795	1.6343279999999796	1.6418239999997895	1.9193230000000914	2.2904870000001973
0.01634422977339231	12.686084142394826	trials	High-rate	27	no decision	False						
0.01634422977339231	4.401294498381878	trials	High-rate	26	correct	True	0.5371659999999683	0.8824959999999265	1.8824959999999265	2.031991999999969	3.5306519999998853	3.9248169999999227
0.016344229773619684	7.475728155339807	trials	High-rate	25	no go-tone lick (-4)	False	0.5608300000000745	5.931808999999892	6.931808999999892			
0.016344229773619684	5.1132686084142405	trials	High-rate	27	incorrect	True	0.5609950000001117	1.1426599999996834	2.142659999999683	2.1563229999998583	2.320154999999795	2.673320999999996
0.0163452297732761	5.469255663430422	trials	Low-rate	7	no first commit	False	0.5609969999997411	0.9853279999999796	1.9853279999999796	2.0158249999999533		
0.0163452297732761	5.372168284789645	trials	Low-rate	8	no first commit	False	0.536996999999974	0.82199599999981	1.82199599999981	1.9098249999999535		
0.0163452297732761	2.459546925566343	trials	Low-rate	6	no go-tone lick (-4)	False	0.5368299999998417	0.7086629999999423	1.7086629999999423			
0.016345229773503472	26.148867313915858	trials	Low-rate	7	no decision	False						
0.016345229773503472	12.330097087378643	trials	Low-rate	7	no center lick	False	0.5606639999998734					
0.016345229773503472	7.281553398058254	trials	Low-rate	6	no go-tone lick (-4)	False	0.5613310000002384	5.740810000000056	6.740810000000056			
0.016345229773503472	7.0226537216828495	trials	High-rate	21	incorrect	True	0.5606639999998734	1.6138269999995827	2.6138269999995827	2.7138219999996944	3.062153999999631	3.5843189999996685
0.016345229773503472	6.893203883495147	trials	Low-rate	6	incorrect	True	0.5611639999998733	1.07399599999981	2.07399599999981	2.29915699999989	3.146986999999732	3.4488189999999013
0.016345229773503472	5.469255663430422	trials	High-rate	26	correct	True	0.5611640000001061	0.7693299999998416	1.7693299999998418	1.8378260000001174	4.679314000000013	4.987813000000082
0.016345229773503472	4.627831715210356	trials	High-rate	27	no go-tone lick (-4)	False	0.5604969999999739	2.891820999999996	3.891820999999996			
0.016345229773503472	3.300970873786408	trials	Low-rate	7	correct	True	0.5371639999998733	0.9206629999999423	1.9206629999999423	2.0741579999999376	2.4501570000000066	2.828988999999943
0.016345229773503472	3.009708737864078	trials	Low-rate	8	correct	True	0.5609980000001379	0.9258290000003763	1.9258290000003762	2.0604920000000857	2.1583249999999534	2.524490000000456
0.016345229773503472	2.8155339805825244	trials	Low-rate	7	correct	True	0.5608370000000578	0.7349969999999739	1.734996999999974	1.8548260000001173	1.9504920000000856	2.3258240000000225
0.016345229773503472	1.3268608414239484	trials	High-rate	27	no center lick	False	0.5608310000002384					
0.01634622977338726	17.605177993527512	trials	Low-rate	7	no go-tone lick (-4)	False	0.5613310000000056	15.88393700000015	16.883937000000152			
0.01634622977338726	17.44336569579288	trials	High-rate	25	no go-tone lick (-4)	False	0.5611649999998044	15.69110400000005	16.69110400000005			
0.01634622977338726	9.061488673139161	trials	Low-rate	7	incorrect	True	0.5608299999996088	4.815646999999881	5.815646999999881	5.976475000000093	6.2378079999997285	6.623639999999665
0.01634622977338726	8.802588996763758	trials	Low-rate	7	no go-tone lick (-4)	False	0.5611639999998733	7.085637999999802	8.085637999999802			
0.01634622977338726	7.249190938511328	trials	High-rate	27	no go-tone lick (-4)	False	0.560997999999905	5.503645000000018	6.503645000000018			
0.01634622977338726	6.828478964401295	trials	Low-rate	6	incorrect	True	0.5613310000002384	1.004496000000043	2.0044960000000427	2.010492000000086	2.378824000000255	4.390816000000108
0.01634622977338726	5.889967637540455	trials	High-rate	27	no first commit	False	0.5609980000001379	1.3713279999997467	2.3713279999997465	2.4521569999996573		
0.01634622977338726	5.566343042071199	trials	High-rate	21	incorrect	True	0.5609980000001379	1.331161000000313	2.331161000000313	2.4514900000002235	2.7224890000000594	3.0958209999999964
0.01634622977338726	5.501618122977348	trials	Low-rate	7	incorrect	True	0.5606650000000373	0.6844970000004396	1.6844970000004396	1.728327000000514	2.719823000000324	3.0454880000003612
0.01634622977338726	3.8834951456310685	trials	Low-rate	11	no go-tone lick (-4)	False	0.5611649999995716	2.3453240000000224	3.3453240000000224			
0.01634622977338726	3.7216828478964405	trials	Low-rate	12	no go-tone lick (-4)	False	0.5616650000000373	1.9816590000004508	2.981659000000451			
0.01634622977338726	3.4627831715210355	trials	High-rate	26	correct	True	0.536999000000069	0.6524970000002067	1.6524970000002068	1.666660000000149	2.625655999999959	2.9959879999998957
0.01634622977338726	2.944983818770227	trials	Low-rate	9	correct	True	0.5369980000001379	0.801163000000175	1.801163000000175	1.8374930000000167	2.108158000000054	2.482323000000091
0.01634622977338726	2.8155339805825244	trials	Low-rate	6	no decision	False						
0.01634622977338726	2.6860841423948223	trials	High-rate	25	no go-tone lick (-4)	False	0.5611650000000372	0.9231620000000111	1.9231620000000111			
0.01634622977338726	2.5889967637540456	trials	Low-rate	8	no go-tone lick (-4)	False	0.536996999999974	0.8381640000001062	1.8381640000001063			
0.01634622977338726	2.3300970873786406	trials	Low-rate	6	no go-tone lick (-1)	False	0.5368310000000056	0.9859959999999264	1.8739919999998529			
0.01634622977338726	2.3300970873786406	trials	Low-rate	8	no go-tone lick (-4)	False	0.5613319999997038	0.5889980000001378	1.5889980000001378			
0.01634622977338726	1.9417475728155345	trials	Low-rate	8	no go-tone lick (-1)	False	0.5369980000001379	1.0123300000000746	1.5183279999999795			
0.01634622977338726	1.9093851132686086	trials	Low-rate	8	no go-tone lick (-1)	False	0.5369980000001379	0.6104980000001379	1.4683279999999794			
0.01634622977338726	1.2621359223300972	trials	High-rate	27	no center lick	False	0.5606650000000373					
0.016346229773467297	4.75728155339806	trials	High-rate	27	correct	True	1.9083260000000009	2.2181579999999377	3.2181579999999377	3.3491529999999328	3.924484999999986	4.272315999999992
0.016346229773500948	5.760517799352751	trials	Low-rate	7	incorrect	True	0.5369980000000214	0.6773310000000056	1.6773310000000057	1.7994930000000167	3.041655000000028	3.3256539999999806
0.016346229773500948	2.0388349514563107	trials	High-rate	26	no go-tone lick (-1)	False	0.5369980000000214	0.9641630000000587	1.6101609999999638			
0.016346229773614634	8.70550161812298	trials	Low-rate	7	correct	True	0.5373320000001695	6.602808000000194	7.602808000000194	7.709969000000041	7.878135000000242	8.238134000000311
0.016346229773614634	4.466019417475729	trials	Low-rate	8	no decision	False						
0.016346229773614634	3.7216828478964405	trials	High-rate	25	no go-tone lick (-1)	False	0.5366650000002701	2.6958230000000913	3.2794870000001977			
0.016346229773842008	6.375404530744338	trials	High-rate	27	incorrect	True	0.5603310000002384	0.8788300000000745	1.8788300000000746	2.0864920000005514	2.4926570000005888	2.8261550000002607
