participant_id	original_participant_id	species	sex
sub-mouse1+fni16	sub-mouse1_fni16		
sub-mouse2+fni17	sub-mouse2_fni17		
sub-mouse3+fni18	sub-mouse3_fni18		
sub-mouse4+fni19	sub-mouse4_fni19		
