onset	duration	nwb_table	trial_type	trial_pulse_rate	trial_response	trial_is_good	init_tone	stim_onset	stim_offset	go_tone	first_commit	second_commit
-0.07765177022655617	7.734627831715211	trials	High-rate	27	no decision	False						
0.015513229773472215	1.4886731391585764	trials	High-rate	25	no center lick	False	0.9058300000000745					
0.015674229773472274	5.566343042071199	trials	Low-rate	6	correct	True	3.129816000000108	3.321148000000045	4.321148000000044	4.392976999999956	4.837808999999892	5.124140999999828
0.015679229773615175	4.919093851132687	trials	High-rate	24	incorrect	True	0.7374979999996721	0.9398300000000746	1.9398300000000746	2.0958249999997207	2.359324000000022	2.652989999999758
0.01568022977356808	3.462783171521036	trials	Low-rate	6	correct	True	0.6861639999998733	1.100994999999646	2.1009949999996462	2.17399599999981	2.5769879999998957	2.9944879999998957
0.015845229773376143	5.242718446601943	trials	High-rate	27	correct	True	0.9894949999996461	1.1219950000001118	2.1219950000001115	2.285657000000123	3.8534840000001713	4.753479999999981
0.015847229773466136	13.559870550161815	trials	High-rate	27	incorrect	True	3.3899860000000337	7.9694700000000305	8.96947000000003	9.131297000000021	9.625628000000026	10.530791000000027
0.015848229773154837	7.766990291262138	trials	Low-rate	6	no second commit	False	1.161663000000175	1.4438289999999105	2.4438289999999108	2.5213240000000225	3.7333249999997205	
0.016012229773522943	5.728155339805826	trials	High-rate	27	incorrect	True	1.454998000000138	1.6393289999999106	2.6393289999999108	2.721654999999795	2.9929879999998956	3.2739870000001976
0.01601322977358863	5.210355987055017	trials	High-rate	26	correct	True	1.038662000000011	1.2829940000004134	2.2829940000004134	2.4718229999998584	4.409314999999944	4.720979999999981
0.016015229773137928	4.660194174757282	trials	High-rate	26	correct	True	0.9456630000001751	1.243661000000313	2.243661000000313	2.456657000000123	2.909154999999795	4.187149999999907
0.016015229773444883	5.98705501618123	trials	Low-rate	7	correct	True	1.6826600000000036	2.8773220000000146	3.8773220000000146	3.9866499999999943	5.252478999999992	5.536477000000014
0.016179229773491483	6.278317152103562	trials	High-rate	27	no first commit	False	1.2051620000000112	1.749160000000149	2.749160000000149	2.824154999999795		
0.01618022977346008	9.158576051779937	trials	High-rate	27	no decision	False						
0.01618122977348825	6.7637540453074445	trials	Low-rate	6	incorrect	True	1.4984939999999478	1.7641600000006146	2.7641600000006146	2.8774890000000597	3.839485000000335	4.306816000000573
0.016183229773457736	2.8802588996763756	trials	Low-rate	6	no go-tone lick (-4)	False	0.5366639999999315	1.066994999999937	2.0669949999999373			
