session_id	original_session_id
ses-161220141515	ses-161220141515
ses-161221134921	ses-161221134921
ses-161221145840	ses-161221145840
ses-161221150439	ses-161221150439
ses-161221151903	ses-161221151903
ses-161221152112	ses-161221152112
ses-161221191914	ses-161221191914
ses-161221192707	ses-161221192707
ses-161221201806	ses-161221201806
ses-161221225510	ses-161221225510
ses-161221234022	ses-161221234022
ses-161222001652	ses-161222001652
ses-161222004435	ses-161222004435
ses-161222010914	ses-161222010914
ses-161227154657	ses-161227154657
ses-161227155524	ses-161227155524
ses-161228151100	ses-161228151100
ses-161228152016	ses-161228152016
ses-161228191005	ses-161228191005
ses-161229142818	ses-161229142818
ses-161229163503	ses-161229163503
ses-170715114212	ses-170715114212
ses-170715120548	ses-170715120548
ses-170715124558	ses-170715124558
ses-170715124619	ses-170715124619
ses-170715124821	ses-170715124821
ses-170715164713	ses-170715164713
ses-170715205011	ses-170715205011
ses-170716002540	ses-170716002540
ses-170806110934	ses-170806110934
ses-170806114920	ses-170806114920
ses-170806163508	ses-170806163508
ses-170807072732	ses-170807072732
ses-170807171156	ses-170807171156
ses-170807193348	ses-170807193348
ses-170807204746	ses-170807204746
ses-170808002053	ses-170808002053
ses-170808180842	ses-170808180842
ses-170808184141	ses-170808184141
ses-170808185044	ses-170808185044
ses-170808190057	ses-170808190057
ses-170809073123	ses-170809073123
ses-170809075033	ses-170809075033
ses-170814191401	ses-170814191401
ses-170815163235	ses-170815163235
